"year","month","day","PM_Average","city"
2011,1,3,NA,"Shanghai"
2011,1,4,82.7916666666667,"Beijing"
2011,1,4,NA,"Shanghai"
2011,1,5,19.625,"Beijing"
2011,1,5,NA,"Shanghai"
2011,1,6,16.0833333333333,"Beijing"
2011,1,6,NA,"Shanghai"
2011,1,7,50.9166666666667,"Beijing"
2011,1,7,NA,"Shanghai"
2011,1,8,77.0666666666667,"Beijing"
2011,1,8,NA,"Shanghai"
2011,1,9,NA,"Beijing"
2011,1,9,NA,"Shanghai"
2011,1,10,82.8888888888889,"Beijing"
2011,1,10,NA,"Shanghai"
2011,1,11,24.5,"Beijing"
2011,1,11,NA,"Shanghai"
2011,1,12,66.9166666666667,"Beijing"
2011,1,12,NA,"Shanghai"
2011,1,13,121.5,"Beijing"
2011,1,13,NA,"Shanghai"
2011,1,14,16.9166666666667,"Beijing"
2011,1,14,NA,"Shanghai"
2011,1,15,16.875,"Beijing"
2011,1,15,NA,"Shanghai"
2011,1,16,39.3333333333333,"Beijing"
2011,1,16,NA,"Shanghai"
2011,1,17,33.9166666666667,"Beijing"
2011,1,17,NA,"Shanghai"
2011,1,18,20.625,"Beijing"
2011,1,18,NA,"Shanghai"
2011,1,19,20.5416666666667,"Beijing"
2011,1,19,NA,"Shanghai"
2011,1,20,43.2083333333333,"Beijing"
2011,1,20,NA,"Shanghai"
2011,1,21,74.4583333333333,"Beijing"
2011,1,21,NA,"Shanghai"
2011,1,22,48.7916666666667,"Beijing"
2011,1,22,NA,"Shanghai"
2011,1,23,14.4166666666667,"Beijing"
2011,1,23,NA,"Shanghai"
2011,1,24,48.4583333333333,"Beijing"
2011,1,24,NA,"Shanghai"
2011,1,25,31.1666666666667,"Beijing"
2011,1,25,NA,"Shanghai"
2011,1,26,71.4583333333333,"Beijing"
2011,1,26,NA,"Shanghai"
2011,1,27,27.875,"Beijing"
2011,1,27,NA,"Shanghai"
2011,1,28,17,"Beijing"
2011,1,28,NA,"Shanghai"
2011,1,29,12.6666666666667,"Beijing"
2011,1,29,NA,"Shanghai"
2011,1,30,21.2083333333333,"Beijing"
2011,1,30,NA,"Shanghai"
2011,1,31,29.1666666666667,"Beijing"
2011,1,31,NA,"Shanghai"
2011,2,1,37.2083333333333,"Beijing"
2011,2,1,NA,"Shanghai"
2011,2,2,52.9166666666667,"Beijing"
2011,2,2,NA,"Shanghai"
2011,2,3,110.208333333333,"Beijing"
2011,2,3,NA,"Shanghai"
2011,2,4,120.458333333333,"Beijing"
2011,2,4,NA,"Shanghai"
2011,2,5,120.625,"Beijing"
2011,2,5,NA,"Shanghai"
2011,2,6,48.75,"Beijing"
2011,2,6,NA,"Shanghai"
2011,2,7,146.416666666667,"Beijing"
2011,2,7,NA,"Shanghai"
2011,2,8,93.2916666666667,"Beijing"
2011,2,8,NA,"Shanghai"
2011,2,9,124.666666666667,"Beijing"
2011,2,9,NA,"Shanghai"
2011,2,10,68.1666666666667,"Beijing"
2011,2,10,NA,"Shanghai"
2011,2,11,58.0416666666667,"Beijing"
2011,2,11,NA,"Shanghai"
2011,2,12,29.375,"Beijing"
2011,2,12,NA,"Shanghai"
2011,2,13,72,"Beijing"
2011,2,13,NA,"Shanghai"
2011,2,14,36.9166666666667,"Beijing"
2011,2,14,NA,"Shanghai"
2011,2,15,211.916666666667,"Beijing"
2011,2,15,NA,"Shanghai"
2011,2,16,267.166666666667,"Beijing"
2011,2,16,NA,"Shanghai"
2011,2,17,214.5,"Beijing"
2011,2,17,NA,"Shanghai"
2011,2,18,186.458333333333,"Beijing"
2011,2,18,NA,"Shanghai"
2011,2,19,190.25,"Beijing"
2011,2,19,NA,"Shanghai"
2011,2,20,359.416666666667,"Beijing"
2011,2,20,NA,"Shanghai"
2011,2,21,492.75,"Beijing"
2011,2,21,NA,"Shanghai"
2011,2,22,397.291666666667,"Beijing"
2011,2,22,NA,"Shanghai"
2011,2,23,417.458333333333,"Beijing"
2011,2,23,NA,"Shanghai"
2011,2,24,128.333333333333,"Beijing"
2011,2,24,NA,"Shanghai"
2011,2,25,70.375,"Beijing"
2011,2,25,NA,"Shanghai"
2011,2,26,79.7083333333333,"Beijing"
2011,2,26,NA,"Shanghai"
2011,2,27,54.375,"Beijing"
2011,2,27,NA,"Shanghai"
2011,2,28,19.0833333333333,"Beijing"
2011,2,28,NA,"Shanghai"
2011,3,1,23.375,"Beijing"
2011,3,1,NA,"Shanghai"
2011,3,2,25.5,"Beijing"
2011,3,2,NA,"Shanghai"
2011,3,3,17.125,"Beijing"
2011,3,3,NA,"Shanghai"
2011,3,4,60.4583333333333,"Beijing"
2011,3,4,NA,"Shanghai"
2011,3,5,96.375,"Beijing"
2011,3,5,NA,"Shanghai"
2011,3,6,14.1578947368421,"Beijing"
2011,3,6,NA,"Shanghai"
2011,3,7,19.3333333333333,"Beijing"
2011,3,7,NA,"Shanghai"
2011,3,8,16.695652173913,"Beijing"
2011,3,8,NA,"Shanghai"
2011,3,9,22.75,"Beijing"
2011,3,9,NA,"Shanghai"
2011,3,10,47.9583333333333,"Beijing"
2011,3,10,NA,"Shanghai"
2011,3,11,101.916666666667,"Beijing"
2011,3,11,NA,"Shanghai"
2011,3,12,280.375,"Beijing"
2011,3,12,NA,"Shanghai"
2011,3,13,159.75,"Beijing"
2011,3,13,NA,"Shanghai"
2011,3,14,15.0416666666667,"Beijing"
2011,3,14,NA,"Shanghai"
2011,3,15,16.0416666666667,"Beijing"
2011,3,15,NA,"Shanghai"
2011,3,16,42.0416666666667,"Beijing"
2011,3,16,NA,"Shanghai"
2011,3,17,113.35,"Beijing"
2011,3,17,NA,"Shanghai"
2011,3,18,NA,"Beijing"
2011,3,18,NA,"Shanghai"
2011,3,19,NA,"Beijing"
2011,3,19,NA,"Shanghai"
2011,3,20,NA,"Beijing"
2011,3,20,NA,"Shanghai"
2011,3,21,20.5555555555556,"Beijing"
2011,3,21,NA,"Shanghai"
2011,3,22,17.9583333333333,"Beijing"
2011,3,22,NA,"Shanghai"
2011,3,23,21.2608695652174,"Beijing"
2011,3,23,NA,"Shanghai"
2011,3,24,10.375,"Beijing"
2011,3,24,NA,"Shanghai"
2011,3,25,22.2083333333333,"Beijing"
2011,3,25,NA,"Shanghai"
2011,3,26,61,"Beijing"
2011,3,26,NA,"Shanghai"
2011,3,27,23.6666666666667,"Beijing"
2011,3,27,NA,"Shanghai"
2011,3,28,46.75,"Beijing"
2011,3,28,NA,"Shanghai"
2011,3,29,80.0833333333333,"Beijing"
2011,3,29,NA,"Shanghai"
2011,3,30,103.1,"Beijing"
2011,3,30,NA,"Shanghai"
2011,3,31,225.222222222222,"Beijing"
2011,3,31,NA,"Shanghai"
2011,4,1,37.695652173913,"Beijing"
2011,4,1,NA,"Shanghai"
2011,4,2,62.5416666666667,"Beijing"
2011,4,2,NA,"Shanghai"
2011,4,3,131.6,"Beijing"
2011,4,3,NA,"Shanghai"
2011,4,4,129.375,"Beijing"
2011,4,4,NA,"Shanghai"
2011,4,5,210.75,"Beijing"
2011,4,5,NA,"Shanghai"
2011,4,6,133.666666666667,"Beijing"
2011,4,6,NA,"Shanghai"
2011,4,7,NA,"Beijing"
2011,4,7,NA,"Shanghai"
2011,4,8,39.75,"Beijing"
2011,4,8,NA,"Shanghai"
2011,4,9,98.7692307692308,"Beijing"
2011,4,9,NA,"Shanghai"
2011,4,10,20.3478260869565,"Beijing"
2011,4,10,NA,"Shanghai"
2011,4,11,21.4583333333333,"Beijing"
2011,4,11,NA,"Shanghai"
2011,4,12,107.833333333333,"Beijing"
2011,4,12,NA,"Shanghai"
2011,4,13,166.791666666667,"Beijing"
2011,4,13,NA,"Shanghai"
2011,4,14,119.733333333333,"Beijing"
2011,4,14,NA,"Shanghai"
2011,4,15,28.4,"Beijing"
2011,4,15,NA,"Shanghai"
2011,4,16,91.6666666666667,"Beijing"
2011,4,16,NA,"Shanghai"
2011,4,17,60.304347826087,"Beijing"
2011,4,17,NA,"Shanghai"
2011,4,18,18.125,"Beijing"
2011,4,18,NA,"Shanghai"
2011,4,19,77.5833333333333,"Beijing"
2011,4,19,NA,"Shanghai"
2011,4,20,146.208333333333,"Beijing"
2011,4,20,NA,"Shanghai"
2011,4,21,125.769230769231,"Beijing"
2011,4,21,NA,"Shanghai"
2011,4,22,42.6666666666667,"Beijing"
2011,4,22,NA,"Shanghai"
2011,4,23,13.125,"Beijing"
2011,4,23,NA,"Shanghai"
2011,4,24,18.2608695652174,"Beijing"
2011,4,24,NA,"Shanghai"
2011,4,25,111.833333333333,"Beijing"
2011,4,25,NA,"Shanghai"
2011,4,26,75.2916666666667,"Beijing"
2011,4,26,NA,"Shanghai"
2011,4,27,43.7083333333333,"Beijing"
2011,4,27,NA,"Shanghai"
2011,4,28,85.2857142857143,"Beijing"
2011,4,28,NA,"Shanghai"
2011,4,29,167.411764705882,"Beijing"
2011,4,29,NA,"Shanghai"
2011,4,30,163.291666666667,"Beijing"
2011,4,30,NA,"Shanghai"
2011,5,1,62.75,"Beijing"
2011,5,1,NA,"Shanghai"
2011,5,2,23.1666666666667,"Beijing"
2011,5,2,NA,"Shanghai"
2011,5,3,22.625,"Beijing"
2011,5,3,NA,"Shanghai"
2011,5,4,67.5,"Beijing"
2011,5,4,NA,"Shanghai"
2011,5,5,109.291666666667,"Beijing"
2011,5,5,NA,"Shanghai"
2011,5,6,50.4166666666667,"Beijing"
2011,5,6,NA,"Shanghai"
2011,5,7,33.8695652173913,"Beijing"
2011,5,7,NA,"Shanghai"
2011,5,8,60.7916666666667,"Beijing"
2011,5,8,NA,"Shanghai"
2011,5,9,49.7916666666667,"Beijing"
2011,5,9,NA,"Shanghai"
2011,5,10,35.6666666666667,"Beijing"
2011,5,10,NA,"Shanghai"
2011,5,11,103.333333333333,"Beijing"
2011,5,11,NA,"Shanghai"
2011,5,12,41.5416666666667,"Beijing"
2011,5,12,NA,"Shanghai"
2011,5,13,32.4583333333333,"Beijing"
2011,5,13,NA,"Shanghai"
2011,5,14,30.7916666666667,"Beijing"
2011,5,14,NA,"Shanghai"
2011,5,15,40.0416666666667,"Beijing"
2011,5,15,NA,"Shanghai"
2011,5,16,51.875,"Beijing"
2011,5,16,NA,"Shanghai"
2011,5,17,155.166666666667,"Beijing"
2011,5,17,NA,"Shanghai"
2011,5,18,173.458333333333,"Beijing"
2011,5,18,NA,"Shanghai"
2011,5,19,13.5833333333333,"Beijing"
2011,5,19,NA,"Shanghai"
2011,5,20,33,"Beijing"
2011,5,20,NA,"Shanghai"
2011,5,21,42.375,"Beijing"
2011,5,21,NA,"Shanghai"
2011,5,22,66.5833333333333,"Beijing"
2011,5,22,NA,"Shanghai"
2011,5,23,102.833333333333,"Beijing"
2011,5,23,NA,"Shanghai"
2011,5,24,70.25,"Beijing"
2011,5,24,NA,"Shanghai"
2011,5,25,61.7391304347826,"Beijing"
2011,5,25,NA,"Shanghai"
2011,5,26,105.7,"Beijing"
2011,5,26,NA,"Shanghai"
2011,5,27,111,"Beijing"
2011,5,27,NA,"Shanghai"
2011,5,28,141.083333333333,"Beijing"
2011,5,28,NA,"Shanghai"
2011,5,29,107.666666666667,"Beijing"
2011,5,29,NA,"Shanghai"
2011,5,30,54.25,"Beijing"
2011,5,30,NA,"Shanghai"
2011,5,31,12.4782608695652,"Beijing"
2011,5,31,NA,"Shanghai"
2011,6,1,17.9565217391304,"Beijing"
2011,6,1,NA,"Shanghai"
2011,6,2,79.4583333333333,"Beijing"
2011,6,2,NA,"Shanghai"
2011,6,3,29.4583333333333,"Beijing"
2011,6,3,NA,"Shanghai"
2011,6,4,39.9473684210526,"Beijing"
2011,6,4,NA,"Shanghai"
2011,6,5,86.7916666666667,"Beijing"
2011,6,5,NA,"Shanghai"
2011,6,6,99.4285714285714,"Beijing"
2011,6,6,NA,"Shanghai"
2011,6,7,136.25,"Beijing"
2011,6,7,NA,"Shanghai"
2011,6,8,26.625,"Beijing"
2011,6,8,NA,"Shanghai"
2011,6,9,132.208333333333,"Beijing"
2011,6,9,NA,"Shanghai"
2011,6,10,114.791666666667,"Beijing"
2011,6,10,NA,"Shanghai"
2011,6,11,64.2916666666667,"Beijing"
2011,6,11,NA,"Shanghai"
2011,6,12,23.3333333333333,"Beijing"
2011,6,12,NA,"Shanghai"
2011,6,13,90.125,"Beijing"
2011,6,13,NA,"Shanghai"
2011,6,14,150.541666666667,"Beijing"
2011,6,14,NA,"Shanghai"
2011,6,15,151.375,"Beijing"
2011,6,15,NA,"Shanghai"
2011,6,16,114.083333333333,"Beijing"
2011,6,16,NA,"Shanghai"
2011,6,17,102.041666666667,"Beijing"
2011,6,17,NA,"Shanghai"
2011,6,18,185.5,"Beijing"
2011,6,18,NA,"Shanghai"
2011,6,19,196.416666666667,"Beijing"
2011,6,19,NA,"Shanghai"
2011,6,20,179.166666666667,"Beijing"
2011,6,20,NA,"Shanghai"
2011,6,21,145,"Beijing"
2011,6,21,NA,"Shanghai"
2011,6,22,249.666666666667,"Beijing"
2011,6,22,NA,"Shanghai"
2011,6,23,135.791666666667,"Beijing"
2011,6,23,NA,"Shanghai"
2011,6,24,27.0416666666667,"Beijing"
2011,6,24,NA,"Shanghai"
2011,6,25,35.4166666666667,"Beijing"
2011,6,25,NA,"Shanghai"
2011,6,26,50.9166666666667,"Beijing"
2011,6,26,NA,"Shanghai"
2011,6,27,59.9583333333333,"Beijing"
2011,6,27,NA,"Shanghai"
2011,6,28,143,"Beijing"
2011,6,28,NA,"Shanghai"
2011,6,29,235.666666666667,"Beijing"
2011,6,29,NA,"Shanghai"
2011,6,30,142.291666666667,"Beijing"
2011,6,30,NA,"Shanghai"
2011,7,1,136.5,"Beijing"
2011,7,1,NA,"Shanghai"
2011,7,2,161.708333333333,"Beijing"
2011,7,2,NA,"Shanghai"
2011,7,3,105.083333333333,"Beijing"
2011,7,3,NA,"Shanghai"
2011,7,4,64.2916666666667,"Beijing"
2011,7,4,NA,"Shanghai"
2011,7,5,125.5,"Beijing"
2011,7,5,NA,"Shanghai"
2011,7,6,167.791666666667,"Beijing"
2011,7,6,NA,"Shanghai"
2011,7,7,26.9166666666667,"Beijing"
2011,7,7,NA,"Shanghai"
2011,7,8,23.0833333333333,"Beijing"
2011,7,8,NA,"Shanghai"
2011,7,9,23,"Beijing"
2011,7,9,NA,"Shanghai"
2011,7,10,87,"Beijing"
2011,7,10,NA,"Shanghai"
2011,7,11,191.791666666667,"Beijing"
2011,7,11,NA,"Shanghai"
2011,7,12,111.291666666667,"Beijing"
2011,7,12,NA,"Shanghai"
2011,7,13,93.7083333333333,"Beijing"
2011,7,13,NA,"Shanghai"
2011,7,14,103.166666666667,"Beijing"
2011,7,14,NA,"Shanghai"
2011,7,15,75.4166666666667,"Beijing"
2011,7,15,NA,"Shanghai"
2011,7,16,74.75,"Beijing"
2011,7,16,NA,"Shanghai"
2011,7,17,105,"Beijing"
2011,7,17,NA,"Shanghai"
2011,7,18,105.958333333333,"Beijing"
2011,7,18,NA,"Shanghai"
2011,7,19,97.8333333333333,"Beijing"
2011,7,19,NA,"Shanghai"
2011,7,20,44.375,"Beijing"
2011,7,20,NA,"Shanghai"
2011,7,21,90.1666666666667,"Beijing"
2011,7,21,NA,"Shanghai"
2011,7,22,174.708333333333,"Beijing"
2011,7,22,NA,"Shanghai"
2011,7,23,292.416666666667,"Beijing"
2011,7,23,NA,"Shanghai"
2011,7,24,226.75,"Beijing"
2011,7,24,NA,"Shanghai"
2011,7,25,51.6666666666667,"Beijing"
2011,7,25,NA,"Shanghai"
2011,7,26,47.9583333333333,"Beijing"
2011,7,26,NA,"Shanghai"
2011,7,27,67.4583333333333,"Beijing"
2011,7,27,NA,"Shanghai"
2011,7,28,210,"Beijing"
2011,7,28,NA,"Shanghai"
2011,7,29,130.625,"Beijing"
2011,7,29,NA,"Shanghai"
2011,7,30,41.7916666666667,"Beijing"
2011,7,30,NA,"Shanghai"
2011,7,31,64.05,"Beijing"
2011,7,31,NA,"Shanghai"
2011,8,1,NA,"Beijing"
2011,8,1,NA,"Shanghai"
2011,8,2,NA,"Beijing"
2011,8,2,NA,"Shanghai"
2011,8,3,62.9230769230769,"Beijing"
2011,8,3,NA,"Shanghai"
2011,8,4,105.826086956522,"Beijing"
2011,8,4,NA,"Shanghai"
2011,8,5,150.333333333333,"Beijing"
2011,8,5,NA,"Shanghai"
2011,8,6,108.5,"Beijing"
2011,8,6,NA,"Shanghai"
2011,8,7,NA,"Beijing"
2011,8,7,NA,"Shanghai"
2011,8,8,100.5,"Beijing"
2011,8,8,NA,"Shanghai"
2011,8,9,173.909090909091,"Beijing"
2011,8,9,NA,"Shanghai"
2011,8,10,64,"Beijing"
2011,8,10,NA,"Shanghai"
2011,8,11,101.272727272727,"Beijing"
2011,8,11,NA,"Shanghai"
2011,8,12,133.333333333333,"Beijing"
2011,8,12,NA,"Shanghai"
2011,8,13,121.125,"Beijing"
2011,8,13,NA,"Shanghai"
2011,8,14,105.875,"Beijing"
2011,8,14,NA,"Shanghai"
2011,8,15,112.625,"Beijing"
2011,8,15,NA,"Shanghai"
2011,8,16,16.875,"Beijing"
2011,8,16,NA,"Shanghai"
2011,8,17,50,"Beijing"
2011,8,17,NA,"Shanghai"
2011,8,18,21.4583333333333,"Beijing"
2011,8,18,NA,"Shanghai"
2011,8,19,59.125,"Beijing"
2011,8,19,NA,"Shanghai"
2011,8,20,77.4583333333333,"Beijing"
2011,8,20,NA,"Shanghai"
2011,8,21,85.9090909090909,"Beijing"
2011,8,21,NA,"Shanghai"
2011,8,22,106.727272727273,"Beijing"
2011,8,22,NA,"Shanghai"
2011,8,23,92,"Beijing"
2011,8,23,NA,"Shanghai"
2011,8,24,104.8,"Beijing"
2011,8,24,NA,"Shanghai"
2011,8,25,100.708333333333,"Beijing"
2011,8,25,NA,"Shanghai"
2011,8,26,90.875,"Beijing"
2011,8,26,NA,"Shanghai"
2011,8,27,88.4583333333333,"Beijing"
2011,8,27,NA,"Shanghai"
2011,8,28,85.7083333333333,"Beijing"
2011,8,28,NA,"Shanghai"
2011,8,29,127.260869565217,"Beijing"
2011,8,29,NA,"Shanghai"
2011,8,30,164.541666666667,"Beijing"
2011,8,30,NA,"Shanghai"
2011,8,31,238.791666666667,"Beijing"
2011,8,31,NA,"Shanghai"
2011,9,1,28.875,"Beijing"
2011,9,1,NA,"Shanghai"
2011,9,2,55.5416666666667,"Beijing"
2011,9,2,NA,"Shanghai"
2011,9,3,89.625,"Beijing"
2011,9,3,NA,"Shanghai"
2011,9,4,87.4583333333333,"Beijing"
2011,9,4,NA,"Shanghai"
2011,9,5,89.375,"Beijing"
2011,9,5,NA,"Shanghai"
2011,9,6,118.333333333333,"Beijing"
2011,9,6,NA,"Shanghai"
2011,9,7,158.416666666667,"Beijing"
2011,9,7,NA,"Shanghai"
2011,9,8,36.6666666666667,"Beijing"
2011,9,8,NA,"Shanghai"
2011,9,9,21.5,"Beijing"
2011,9,9,NA,"Shanghai"
2011,9,10,21.0833333333333,"Beijing"
2011,9,10,NA,"Shanghai"
2011,9,11,44.8333333333333,"Beijing"
2011,9,11,NA,"Shanghai"
2011,9,12,122.25,"Beijing"
2011,9,12,NA,"Shanghai"
2011,9,13,121.458333333333,"Beijing"
2011,9,13,NA,"Shanghai"
2011,9,14,158.5,"Beijing"
2011,9,14,NA,"Shanghai"
2011,9,15,149.166666666667,"Beijing"
2011,9,15,NA,"Shanghai"
2011,9,16,22.7083333333333,"Beijing"
2011,9,16,NA,"Shanghai"
2011,9,17,18.9166666666667,"Beijing"
2011,9,17,NA,"Shanghai"
2011,9,18,21.4583333333333,"Beijing"
2011,9,18,NA,"Shanghai"
2011,9,19,29.375,"Beijing"
2011,9,19,NA,"Shanghai"
2011,9,20,36.7083333333333,"Beijing"
2011,9,20,NA,"Shanghai"
2011,9,21,40.9583333333333,"Beijing"
2011,9,21,NA,"Shanghai"
2011,9,22,53.1666666666667,"Beijing"
2011,9,22,NA,"Shanghai"
2011,9,23,119.041666666667,"Beijing"
2011,9,23,NA,"Shanghai"
2011,9,24,146.416666666667,"Beijing"
2011,9,24,NA,"Shanghai"
2011,9,25,265.25,"Beijing"
2011,9,25,NA,"Shanghai"
2011,9,26,211.478260869565,"Beijing"
2011,9,26,NA,"Shanghai"
2011,9,27,217.291666666667,"Beijing"
2011,9,27,NA,"Shanghai"
2011,9,28,295.875,"Beijing"
2011,9,28,NA,"Shanghai"
2011,9,29,45.4166666666667,"Beijing"
2011,9,29,NA,"Shanghai"
2011,9,30,26.7916666666667,"Beijing"
2011,9,30,NA,"Shanghai"
2011,10,1,39.7083333333333,"Beijing"
2011,10,1,NA,"Shanghai"
2011,10,2,25.5,"Beijing"
2011,10,2,NA,"Shanghai"
2011,10,3,37.5833333333333,"Beijing"
2011,10,3,NA,"Shanghai"
2011,10,4,NA,"Beijing"
2011,10,4,NA,"Shanghai"
2011,10,5,NA,"Beijing"
2011,10,5,NA,"Shanghai"
2011,10,6,NA,"Beijing"
2011,10,6,NA,"Shanghai"
2011,10,7,148.222222222222,"Beijing"
2011,10,7,NA,"Shanghai"
2011,10,8,197.291666666667,"Beijing"
2011,10,8,NA,"Shanghai"
2011,10,9,356.625,"Beijing"
2011,10,9,NA,"Shanghai"
2011,10,10,70.125,"Beijing"
2011,10,10,NA,"Shanghai"
2011,10,11,118.458333333333,"Beijing"
2011,10,11,NA,"Shanghai"
2011,10,12,229.652173913043,"Beijing"
2011,10,12,NA,"Shanghai"
2011,10,13,91.625,"Beijing"
2011,10,13,NA,"Shanghai"
2011,10,14,12.625,"Beijing"
2011,10,14,NA,"Shanghai"
2011,10,15,14.625,"Beijing"
2011,10,15,NA,"Shanghai"
2011,10,16,16.2083333333333,"Beijing"
2011,10,16,NA,"Shanghai"
2011,10,17,32.875,"Beijing"
2011,10,17,NA,"Shanghai"
2011,10,18,93.5,"Beijing"
2011,10,18,NA,"Shanghai"
2011,10,19,177.541666666667,"Beijing"
2011,10,19,NA,"Shanghai"
2011,10,20,287.958333333333,"Beijing"
2011,10,20,NA,"Shanghai"
2011,10,21,253.333333333333,"Beijing"
2011,10,21,NA,"Shanghai"
2011,10,22,318.875,"Beijing"
2011,10,22,NA,"Shanghai"
2011,10,23,174.416666666667,"Beijing"
2011,10,23,NA,"Shanghai"
2011,10,24,16.9565217391304,"Beijing"
2011,10,24,NA,"Shanghai"
2011,10,25,30.0588235294118,"Beijing"
2011,10,25,NA,"Shanghai"
2011,10,26,122.8125,"Beijing"
2011,10,26,NA,"Shanghai"
2011,10,27,205.583333333333,"Beijing"
2011,10,27,NA,"Shanghai"
2011,10,28,177.458333333333,"Beijing"
2011,10,28,NA,"Shanghai"
2011,10,29,232,"Beijing"
2011,10,29,NA,"Shanghai"
2011,10,30,281.916666666667,"Beijing"
2011,10,30,NA,"Shanghai"
2011,10,31,246.625,"Beijing"
2011,10,31,NA,"Shanghai"
2011,11,1,196.045454545455,"Beijing"
2011,11,1,NA,"Shanghai"
2011,11,2,40.9166666666667,"Beijing"
2011,11,2,NA,"Shanghai"
2011,11,3,70.2916666666667,"Beijing"
2011,11,3,NA,"Shanghai"
2011,11,4,96.5833333333333,"Beijing"
2011,11,4,NA,"Shanghai"
2011,11,5,31.8333333333333,"Beijing"
2011,11,5,NA,"Shanghai"
2011,11,6,66.25,"Beijing"
2011,11,6,NA,"Shanghai"
2011,11,7,58.125,"Beijing"
2011,11,7,NA,"Shanghai"
2011,11,8,52.7916666666667,"Beijing"
2011,11,8,NA,"Shanghai"
2011,11,9,38,"Beijing"
2011,11,9,NA,"Shanghai"
2011,11,10,68.0416666666667,"Beijing"
2011,11,10,NA,"Shanghai"
2011,11,11,155.958333333333,"Beijing"
2011,11,11,NA,"Shanghai"
2011,11,12,46.6666666666667,"Beijing"
2011,11,12,NA,"Shanghai"
2011,11,13,29.7916666666667,"Beijing"
2011,11,13,NA,"Shanghai"
2011,11,14,152.25,"Beijing"
2011,11,14,NA,"Shanghai"
2011,11,15,203.75,"Beijing"
2011,11,15,NA,"Shanghai"
2011,11,16,218.181818181818,"Beijing"
2011,11,16,NA,"Shanghai"
2011,11,17,121.791666666667,"Beijing"
2011,11,17,NA,"Shanghai"
2011,11,18,84.125,"Beijing"
2011,11,18,NA,"Shanghai"
2011,11,19,20.125,"Beijing"
2011,11,19,NA,"Shanghai"
2011,11,20,62.125,"Beijing"
2011,11,20,NA,"Shanghai"
2011,11,21,144,"Beijing"
2011,11,21,NA,"Shanghai"
2011,11,22,151.625,"Beijing"
2011,11,22,NA,"Shanghai"
2011,11,23,23,"Beijing"
2011,11,23,NA,"Shanghai"
2011,11,24,186.625,"Beijing"
2011,11,24,NA,"Shanghai"
2011,11,25,214.666666666667,"Beijing"
2011,11,25,NA,"Shanghai"
2011,11,26,246.791666666667,"Beijing"
2011,11,26,NA,"Shanghai"
2011,11,27,227.125,"Beijing"
2011,11,27,NA,"Shanghai"
2011,11,28,125.208333333333,"Beijing"
2011,11,28,NA,"Shanghai"
2011,11,29,67.25,"Beijing"
2011,11,29,NA,"Shanghai"
2011,11,30,98.9565217391304,"Beijing"
2011,11,30,NA,"Shanghai"
2011,12,1,162.958333333333,"Beijing"
2011,12,1,NA,"Shanghai"
2011,12,2,330.208333333333,"Beijing"
2011,12,2,NA,"Shanghai"
2011,12,3,113.833333333333,"Beijing"
2011,12,3,NA,"Shanghai"
2011,12,4,266.458333333333,"Beijing"
2011,12,4,NA,"Shanghai"
2011,12,5,314.666666666667,"Beijing"
2011,12,5,NA,"Shanghai"
2011,12,6,244.041666666667,"Beijing"
2011,12,6,NA,"Shanghai"
2011,12,7,113.916666666667,"Beijing"
2011,12,7,NA,"Shanghai"
2011,12,8,10.8333333333333,"Beijing"
2011,12,8,NA,"Shanghai"
2011,12,9,18.6666666666667,"Beijing"
2011,12,9,NA,"Shanghai"
2011,12,10,36.5833333333333,"Beijing"
2011,12,10,NA,"Shanghai"
2011,12,11,83.7083333333333,"Beijing"
2011,12,11,NA,"Shanghai"
2011,12,12,49.4166666666667,"Beijing"
2011,12,12,NA,"Shanghai"
2011,12,13,156.916666666667,"Beijing"
2011,12,13,NA,"Shanghai"
2011,12,14,14.4583333333333,"Beijing"
2011,12,14,NA,"Shanghai"
2011,12,15,14.5,"Beijing"
2011,12,15,NA,"Shanghai"
2011,12,16,26.4166666666667,"Beijing"
2011,12,16,NA,"Shanghai"
2011,12,17,107.583333333333,"Beijing"
2011,12,17,NA,"Shanghai"
2011,12,18,52.125,"Beijing"
2011,12,18,NA,"Shanghai"
2011,12,19,62.7916666666667,"Beijing"
2011,12,19,NA,"Shanghai"
2011,12,20,84.375,"Beijing"
2011,12,20,NA,"Shanghai"
2011,12,21,21,"Beijing"
2011,12,21,NA,"Shanghai"
2011,12,22,30.4166666666667,"Beijing"
2011,12,22,NA,"Shanghai"
2011,12,23,54.625,"Beijing"
2011,12,23,NA,"Shanghai"
2011,12,24,43.3333333333333,"Beijing"
2011,12,24,NA,"Shanghai"
2011,12,25,85.625,"Beijing"
2011,12,25,NA,"Shanghai"
2011,12,26,145.833333333333,"Beijing"
2011,12,26,NA,"Shanghai"
2011,12,27,198.875,"Beijing"
2011,12,27,NA,"Shanghai"
2011,12,28,160.5,"Beijing"
2011,12,28,35.6666666666667,"Shanghai"
2011,12,29,61.75,"Beijing"
2011,12,29,53.2173913043478,"Shanghai"
2011,12,30,136.625,"Beijing"
2011,12,30,43.7916666666667,"Shanghai"
2011,12,31,163.666666666667,"Beijing"
2011,12,31,114.75,"Shanghai"
2012,1,1,72.25,"Beijing"
2012,1,1,111.125,"Shanghai"
2012,1,2,63.4166666666667,"Beijing"
2012,1,2,50.625,"Shanghai"
2012,1,3,14.7916666666667,"Beijing"
2012,1,3,81.25,"Shanghai"
2012,1,4,33.8333333333333,"Beijing"
